date,source,medium,delivery_available,device_type,promo_activated,filter_used,pageviews,visits,productClick,addToCart,checkout,transactions,revenue
2020-02-22,google,cpc,Не определено,Мобайл,no,no,4470,2387,9340,1868,1016,153,180643
2020-02-22,admitad,cpa,Не определено,Мобайл,no,no,1989,1141,340,68,52,7,5799
2020-02-22,yandex,organic,Не определено,Мобайл,no,no,6266,2959,10530,2106,1258,248,272897
2020-02-22,google,organic,Не определено,Мобайл,yes,no,5363,1054,14560,2912,2102,342,383264
2020-02-22,google,organic,Не определено,Десктоп,no,no,4158,1679,8390,1678,814,171,192242
2020-02-22,(direct),(none),Не определено,Мобайл,no,no,2721,1444,4050,812,467,88,103389
2020-02-22,google,cpc,Не определено,Десктоп,yes,yes,353,34,1110,222,112,18,22122
2020-02-22,(direct),(none),Не определено,Мобайл,yes,no,2144,396,5980,1196,853,129,145617
2020-02-22,yandex,organic,Доставка есть,Десктоп,no,no,437,45,1530,306,160,36,45652
2020-02-22,google,cpc,Не определено,Мобайл,yes,no,3688,704,11050,2210,1463,218,255358
2020-02-22,facebook,social,Не определено,Мобайл,no,no,288,214,370,74,22,0,0
2020-02-22,admitad,cpa,Не определено,Десктоп,no,no,495,269,500,100,44,8,9582
2020-02-22,admitad,cpa,Не определено,Десктоп,yes,no,2095,361,4590,916,550,114,152401
2020-02-22,yandex,cpc,Не определено,Десктоп,yes,no,3471,538,11200,2238,1186,248,304481
2020-02-22,cityads,cpa,Не определено,Десктоп,yes,no,514,94,810,162,115,25,32559
2020-02-22,yandex,cpc,Не определено,Десктоп,yes,yes,368,30,970,194,96,19,22395
2020-02-22,yandex,cpc,Не определено,Десктоп,no,no,3205,1532,7170,1436,621,136,177537
2020-02-22,(direct),(none),Не определено,Десктоп,no,no,1278,615,1940,384,312,67,79349
2020-02-22,yandex,organic,Не определено,Десктоп,no,no,3333,1421,7760,1550,699,138,162606
2020-02-22,google,cpc,Не определено,Десктоп,no,no,1985,902,4760,952,418,80,92868
2020-02-22,google,cpc,Не определено,Десктоп,yes,no,2384,353,7610,1520,773,153,193572
2020-04-30,google,organic,Не определено,Десктоп,no,no,5281,1993,9040,1804,950,174,184311
2020-04-30,promo,email,Не определено,Мобайл,no,no,1206,858,1400,280,70,5,7098
2020-04-30,(direct),(none),Не определено,Мобайл,no,no,2091,1120,2290,456,314,48,50417
2020-04-30,google,organic,Не определено,Мобайл,no,no,7025,2869,9400,1878,1292,214,216744
2020-04-30,google,cpc,Не определено,Десктоп,no,no,2713,1219,6110,1224,508,80,90602
2020-04-30,yandex,cpc,Не определено,Мобайл,no,no,5227,2397,9940,1984,1179,168,185790
2020-04-30,yandex,cpc,Не определено,Десктоп,no,no,4512,2159,9300,1860,853,134,158468
2020-04-30,yandex,organic,Не определено,Десктоп,no,no,3471,1572,6750,1350,642,105,121333
2020-04-30,admitad,cpa,Не определено,Мобайл,no,no,2950,1498,640,128,97,12,14360
2020-04-30,google,cpc,Не определено,Мобайл,no,no,3727,1763,6360,1272,713,120,124313
2020-04-30,yandex,organic,Не определено,Мобайл,no,no,4407,1938,7030,1406,944,145,149468
2020-04-30,eLama,cpc,Не определено,Мобайл,no,no,442,193,1090,218,106,18,18761
2020-04-30,yandex,organic,Доставка есть,Мобайл,yes,no,794,62,1960,392,345,51,54983
2020-04-30,admitad,cpa,Не определено,Мобайл,yes,no,1939,335,4280,856,670,91,115175
2020-04-30,google,organic,Не определено,Мобайл,yes,no,5345,801,13690,2736,2084,291,307396
2020-04-30,(direct),(none),Не определено,Десктоп,no,no,1518,755,2370,472,324,57,56224
2020-04-30,eLama,cpc,Не определено,Десктоп,no,no,310,137,740,148,83,16,19332
2020-04-30,promo,email,Не определено,Десктоп,no,no,1306,911,1670,334,75,13,16542
2020-04-30,(direct),(none),Не определено,Мобайл,yes,no,1432,244,3880,778,523,82,93468
2020-04-30,yandex,cpc,Не определено,Десктоп,yes,yes,480,48,1570,314,120,16,17930
2020-04-30,admitad,cpa,Не определено,Десктоп,yes,yes,206,21,460,92,61,9,11590
2020-04-30,google,cpc,Не определено,Десктоп,yes,no,2952,427,9270,1854,907,157,174806
2020-04-30,google,cpc,Не определено,Десктоп,yes,yes,168,18,480,96,67,9,8877
2020-04-30,google,organic,Доставка есть,Мобайл,yes,no,1157,91,2360,470,489,77,77522
2020-04-30,yandex,cpc,Не определено,Десктоп,yes,no,5070,890,15190,3036,1478,264,311011
2020-04-30,google,cpc,Доставка есть,Десктоп,no,no,330,37,1130,226,139,24,30263
2020-04-30,google,organic,Не определено,Десктоп,yes,no,4615,643,13190,2638,1442,252,291477
2020-04-30,admitad,cpa,Не определено,Десктоп,yes,no,2581,386,5710,1142,693,126,138078
2020-04-30,yandex,organic,Не определено,Десктоп,yes,no,3157,471,9570,1912,1178,183,203613
2020-04-30,google,cpc,Не определено,Мобайл,no,yes,165,27,460,92,29,2,2040
2020-03-28,google,organic,Доставка есть,Мобайл,yes,no,1538,119,3540,708,600,106,100501
2020-03-28,google,organic,Не определено,Мобайл,yes,no,6977,1185,17910,3582,2535,442,446637
2020-03-28,yandex,cpc,Не определено,Мобайл,yes,no,5189,919,16410,3282,1999,295,322036
2020-03-28,google,organic,Доставка есть,Мобайл,no,no,790,103,2020,404,360,77,74111
2020-03-28,admitad,cpa,Не определено,Мобайл,yes,no,1625,326,3880,776,622,76,84073
2020-03-28,google,cpc,Не определено,Мобайл,no,no,3955,2283,6590,1320,729,105,119783
2020-03-28,yandex,cpc,Не определено,Мобайл,no,no,4114,2296,6370,1270,779,123,134205
2020-03-28,google,organic,Не определено,Мобайл,no,no,7989,3828,11160,2238,1454,268,271186
2020-03-28,google,cpc,Не определено,Мобайл,yes,no,5323,931,16420,3282,1984,315,325822
2020-03-28,yandex,cpc,Не определено,Десктоп,no,no,2907,1491,5280,1052,453,92,106848
2020-03-28,(direct),(none),Не определено,Мобайл,no,no,2831,1746,2770,554,345,67,70561
2020-03-28,yandex,organic,Не определено,Мобайл,no,no,4726,2316,6900,1382,911,174,178342
2020-03-28,eLama,cpc,Не определено,Мобайл,no,no,592,303,1370,274,142,27,29308
2020-03-28,admitad,cpa,Не определено,Мобайл,no,no,1751,995,580,114,108,13,12235
2020-03-28,eLama,cpc,Не определено,Мобайл,yes,no,318,79,990,196,124,23,33933
2020-03-28,yandex,organic,Доставка есть,Мобайл,yes,no,899,74,2230,446,363,59,57996
2020-03-28,(direct),(none),Не определено,Мобайл,yes,no,2951,618,8680,1736,1108,159,156907
2020-03-28,yandex,organic,Не определено,Десктоп,yes,no,3168,465,9330,1864,927,196,220294
2020-03-28,google,organic,Не определено,Десктоп,no,no,3473,1503,6290,1256,581,126,130425
2020-03-28,google,cpc,Не определено,Десктоп,yes,no,3929,525,11680,2336,1094,238,251251
2020-03-28,yandex,cpc,Не определено,Десктоп,yes,no,4078,561,12220,2442,1155,256,292164
2020-03-28,yandex,organic,Доставка есть,Десктоп,yes,no,604,49,1640,328,178,40,45739
2020-03-28,admitad,cpa,Не определено,Десктоп,yes,no,1823,342,3680,736,472,107,116728
2020-03-28,yandex,organic,Не определено,Десктоп,no,no,2355,1122,4340,868,369,71,75024
2020-03-28,(direct),(none),Не определено,Десктоп,yes,no,2298,383,6120,1224,676,142,149353
2020-03-28,google,cpc,Не определено,Десктоп,no,no,1834,930,3570,714,318,57,72037
2020-06-17,google,organic,Не определено,Мобайл,no,no,4023,2078,4990,996,1750,89,75556
2020-06-17,eLama,cpc,Не определено,Мобайл,no,no,346,224,580,116,158,9,6537
2020-06-17,google,cpc,Не определено,Мобайл,no,no,2707,1677,3710,742,734,35,32951
2020-06-17,google,cpc,Не определено,Десктоп,no,no,430,259,750,150,100,8,4945
2020-06-17,google,cpc,Не определено,Мобайл,yes,no,997,305,3260,652,782,43,52038
2020-06-17,google,cpc,Доставка есть,Мобайл,no,no,931,121,2700,540,1333,90,105645
2020-06-17,yandex,organic,Не определено,Мобайл,no,no,2539,1402,3820,764,1134,54,38531
2020-06-17,yandex,cpc,Не определено,Мобайл,no,no,2370,1509,3270,654,749,39,28834
2020-06-17,(direct),(none),Не определено,Мобайл,no,no,1463,849,1440,286,467,27,21306
2020-06-17,yandex,cpc,Не определено,Десктоп,no,no,975,609,1580,314,366,18,17931
2020-06-17,admitad,cpa,Не определено,Мобайл,no,no,1009,634,360,72,151,8,7767
2020-06-17,admitad,cpa,Не определено,Десктоп,no,no,560,292,520,104,144,8,7629
2020-06-17,yandex,organic,Не определено,Мобайл,yes,no,919,217,3120,624,920,41,45929
2020-06-17,google,organic,Доставка есть,Мобайл,no,no,1455,171,4000,800,1745,139,147432
2020-06-17,google,organic,Не определено,Десктоп,no,no,2329,1051,4330,866,1000,83,86331
2020-06-17,yandex,cpc,Не определено,Мобайл,yes,no,1121,362,3730,746,1089,56,77245
2020-06-17,(direct),(none),Не определено,Десктоп,no,no,712,416,1080,214,384,30,42381
2020-06-17,admitad,cpa,Не определено,Десктоп,yes,no,805,174,2250,450,746,63,75978
2020-06-17,google,cpc,Не определено,Десктоп,yes,no,1300,523,4260,852,771,55,62494
2020-06-17,admitad,cpa,Доставка есть,Десктоп,yes,no,297,33,660,130,328,26,31566
2020-06-17,yandex,organic,Не определено,Десктоп,no,no,1825,1004,3330,664,592,35,30331
2020-04-05,google,cpc,Доставка есть,Мобайл,yes,no,1019,82,2230,446,368,60,55936
2020-04-05,google,organic,Не определено,Мобайл,yes,no,5984,1031,15570,3112,2317,341,331343
2020-04-05,google,organic,Не определено,Мобайл,yes,yes,527,51,1440,288,233,23,20507
2020-04-05,google,organic,Не определено,Мобайл,no,no,5649,2920,7450,1490,950,154,139300
2020-04-05,google,cpc,Не определено,Мобайл,no,no,3421,2096,5520,1104,638,75,87470
2020-04-05,admitad,cpa,Не определено,Мобайл,no,no,1256,730,710,140,78,9,9837
2020-04-05,(direct),(none),Не определено,Мобайл,no,no,2171,1326,2400,480,247,33,28943
2020-04-05,(direct),(none),Не определено,Десктоп,yes,no,1712,297,4730,946,488,99,107677
2020-04-05,yandex,cpc,Не определено,Мобайл,no,no,4077,2404,6300,1262,670,97,111337
2020-04-05,yandex,organic,Не определено,Мобайл,no,no,3936,2052,5120,1024,677,111,110124
2020-04-05,google,cpc,Не определено,Мобайл,yes,no,4272,729,12970,2596,1662,237,242536
2020-04-05,yandex,cpc,Не определено,Мобайл,yes,no,4560,802,13320,2662,1823,248,256504
2020-04-05,yandex,organic,Не определено,Десктоп,no,no,1979,981,3160,630,240,51,56110
2020-04-05,yandex,organic,Не определено,Мобайл,yes,no,4125,731,11370,2274,1664,239,242444
2020-04-05,google,organic,Не определено,Мобайл,no,yes,183,45,410,82,68,8,8309
2020-04-05,google,cpc,Не определено,Десктоп,no,no,1585,811,2770,554,239,47,64331
2020-04-05,google,organic,Не определено,Десктоп,no,no,2869,1224,4910,982,490,93,97857
2020-04-05,yandex,cpc,Не определено,Десктоп,yes,no,4336,570,12490,2496,1246,237,251206
2020-04-05,yandex,cpc,Не определено,Десктоп,no,no,2860,1503,5250,1050,428,78,97245
2020-04-05,yandex,organic,Не определено,Десктоп,no,yes,131,24,290,58,38,5,8317
2020-04-05,yandex,organic,Не определено,Десктоп,yes,no,2566,379,7660,1532,800,158,167467
2020-04-05,admitad,cpa,Не определено,Десктоп,yes,no,1300,193,2540,506,343,74,79475
2020-04-05,google,organic,Не определено,Десктоп,yes,no,4561,556,12810,2562,1264,272,292559
2020-04-05,(direct),(none),Не определено,Десктоп,no,no,924,557,1120,222,125,39,39219
2020-04-05,google,organic,Доставка есть,Десктоп,yes,no,591,41,1480,296,163,32,32414
2020-04-05,google,cpc,Не определено,Десктоп,yes,no,3107,381,8790,1758,849,189,193863
2020-03-13,yandex,cpc,Не определено,Мобайл,yes,no,3118,584,8700,1738,1467,202,216926
2020-03-13,yandex,organic,Не определено,Мобайл,yes,no,3683,628,9890,1976,1637,220,233922
2020-03-13,(direct),(none),Не определено,Мобайл,yes,no,2709,673,7090,1418,1069,139,149643
2020-03-13,google,organic,Не определено,Мобайл,no,no,6680,2965,9970,1992,1401,263,277522
2020-03-13,yandex,organic,Не определено,Мобайл,no,no,4555,2091,7550,1510,953,157,184254
2020-03-13,google,organic,Не определено,Мобайл,no,yes,305,56,920,184,106,15,12623
2020-03-13,yandex,cpc,Не определено,Мобайл,no,no,4054,2089,7550,1510,857,143,171062
2020-03-13,admitad,cpa,Не определено,Мобайл,no,no,1545,905,840,168,80,11,10666
2020-03-13,(direct),(none),Не определено,Десктоп,no,no,1845,671,5290,1058,271,72,93700
2020-03-13,eLama,cpc,Не определено,Мобайл,no,no,323,179,590,118,90,18,14885
2020-03-13,google,organic,Доставка есть,Мобайл,no,no,884,88,2210,442,350,74,85135
2020-03-13,google,cpc,Не определено,Десктоп,yes,no,1845,317,5520,1102,650,121,170111
2020-03-13,google,cpc,Не определено,Мобайл,no,no,3723,2032,6690,1340,787,123,163375
2020-03-13,(direct),(none),Не определено,Мобайл,no,no,2473,1286,3120,624,360,55,60397
2020-03-13,google,organic,Не определено,Десктоп,yes,no,3666,554,10250,2050,1187,218,283140
2020-03-13,admitad,cpa,Не определено,Десктоп,no,no,563,271,500,100,75,15,29390
2020-03-13,google,organic,Не определено,Десктоп,no,no,4489,1678,10270,2052,910,191,258742
2020-03-13,yandex,organic,Не определено,Десктоп,no,no,3421,1473,6850,1368,607,130,147107
2020-03-13,yandex,cpc,Не определено,Десктоп,yes,no,4065,623,13020,2604,1436,307,418564
